asset_id,asset_name,asset_code,location,cost_of_purchase,created_by,created_on,asset_status,asset_domain,community_id,community_name,sub_community_id,sub_community_name,sub_community_location,sub_community_status,sub_community_domain,sub_community_created_by,sub_community_created_on,sub_community_type,asset_type,building_id,building_name,building_status,building_location,building_site_code,building_open_time,building_close_time,building_domain,building_created_by,building_created_on,building_type,spaces_id,spaces_name,spaces_layout,spaces_status,spaces_domain,spaces_type,data_point_id,point_name,point_display_name,point_data_type,remote_data_type,access_type,point_status,point_symbol,point_unit,point_expression,point_precedence,point_type
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,4df327f0-a154-4352-87a0-41c660fcf3b0,Trip Status,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Trip Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BTripStatus%20eq%20%27true%27%3F%20%27Tripped%27%3A%27Normal%27%7D,,String
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,848f817e-8243-4fc0-a210-d42133c4d10c,Run Status,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Run Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BRunStatus%20eq%20%27true%27%3F%20%27Running%27%3A%27Stopped%27%7D,,String
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,bfd991df-68b7-4439-9c0f-d3d224114ad7,Run Hours,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Run Hours,Double,,READONLY,ACTIVE,hr,hour,,,Double
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,666cc2dd-4518-4420-b97f-2de21fdf6b5e,Pump Stop Setpoint,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Pump Stop Setpoint,Double,,READONLY,ACTIVE,bar,bar,,,Double
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,46383fcc-c176-48aa-ae03-1440d3296525,Pump Start Setpoint,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Pump Start Setpoint,Double,,READONLY,ACTIVE,bar,bar,,,Double
d29b82b4-8d21-4a2d-beab-0fd7f709c23a,DWT IPS Irrigation Jockey Pump,0170967,POINT(55.28534 25.1957),,siteadmin@datalkz,1596883782741,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationJockeyPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,615c4f10-bdf4-4d85-b41d-a28773e99cfc,Auto Status,d29b82b4-8d21-4a2d-beab-0fd7f709c23a-Auto Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BAutoStatus%20eq%20%27true%27%3F%20%27Auto%27%3A%27Off%27%7D,,String
301107f2-6395-4083-b3d9-d783d2d97b2d,DWT IPS Irrigation Pump 01,,POINT(55.28534 25.1957),,siteadmin@datalkz,1596882875935,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,142b9346-3d8a-4546-9436-cfc543990a1f,Trip Status,301107f2-6395-4083-b3d9-d783d2d97b2d-Trip Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BTripStatus%20eq%20%27true%27%3F%20%27Tripped%27%3A%27Normal%27%7D,,String
301107f2-6395-4083-b3d9-d783d2d97b2d,DWT IPS Irrigation Pump 01,,POINT(55.28534 25.1957),,siteadmin@datalkz,1596882875935,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,0f82610d-97c4-4486-84ca-744dcb42330a,Run Status,301107f2-6395-4083-b3d9-d783d2d97b2d-Run Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BRunStatus%20eq%20%27true%27%3F%20%27Running%27%3A%27Stopped%27%7D,,String
301107f2-6395-4083-b3d9-d783d2d97b2d,DWT IPS Irrigation Pump 01,,POINT(55.28534 25.1957),,siteadmin@datalkz,1596882875935,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,f418bf49-e7f4-434b-8d8e-72d7a71890a6,Run Hours,301107f2-6395-4083-b3d9-d783d2d97b2d-Run Hours,Double,,READONLY,ACTIVE,hr,hour,,,Double
301107f2-6395-4083-b3d9-d783d2d97b2d,DWT IPS Irrigation Pump 01,,POINT(55.28534 25.1957),,siteadmin@datalkz,1596882875935,ACTIVE,emaar,downtown,Downtown Dubai,40f0c16c-a583-4e79-97e2-e9a9b6fb19be,DT Pumping Stations,POINT(55.274701 25.187719),ACTIVE,emaar,siteuser@emaar,1591076515744,SubCommunity,RMSIrrigationPump,640dcb4e-ad40-4f20-927e-e31256968923,DWT IPS,ACTIVE,POINT(55.28534 25.1957),,,,emaar,siteuser@emaar,1596882829939,CommercialTower,,,,,,,a172bc82-3ba3-4ceb-981c-16def4bc6737,Auto Status,301107f2-6395-4083-b3d9-d783d2d97b2d-Auto Status,String,Boolean,READONLY,ACTIVE,-,unitless,%24%7BAutoStatus%20eq%20%27true%27%3F%20%27Auto%27%3A%27Off%27%7D,,String
