asset_id,asset_name,asset_code,location,cost_of_purchase,created_by,created_on,asset_status,asset_domain,community_id,community_name,sub_community_id,sub_community_name,sub_community_location,sub_community_status,sub_community_domain,sub_community_created_by,sub_community_created_on,sub_community_type,asset_type,building_id,building_name,building_status,building_location,building_site_code,building_open_time,building_close_time,building_domain,building_created_by,building_created_on,building_type,spaces_id,spaces_name,spaces_layout,spaces_status,spaces_domain,spaces_type,data_point_id,point_name,point_display_name,point_data_type,remote_data_type,access_type,point_status,point_symbol,point_unit,point_expression,point_precedence,point_type
b49f0013-2ee2-4475-90cf-93efdd9dfbec,NW3 21F FCU 01,0271245,POINT(55.342934 25.20669),,siteadmin@datalkz,1590578227930,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,6e3b7046-e3e3-4ffc-872d-6c714076506f,Twenty First Floor,,ACTIVE,emaar,Floor,b869ffcd-3ea8-435a-992c-a098e60ac783,Effective Fan Indication,b49f0013-2ee2-4475-90cf-93efdd9dfbec-Effective Fan Indication,String,Enum,READONLY,ACTIVE,-,unitless,,,String
b49f0013-2ee2-4475-90cf-93efdd9dfbec,NW3 21F FCU 01,0271245,POINT(55.342934 25.20669),,siteadmin@datalkz,1590578227930,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,fc136139-91be-49c5-8e90-082111842625,Lift Lobby,,ACTIVE,emaar,CommonArea,b869ffcd-3ea8-435a-992c-a098e60ac783,Effective Fan Indication,b49f0013-2ee2-4475-90cf-93efdd9dfbec-Effective Fan Indication,String,Enum,READONLY,ACTIVE,-,unitless,,,String
b49f0013-2ee2-4475-90cf-93efdd9dfbec,NW3 21F FCU 01,0271245,POINT(55.342934 25.20669),,siteadmin@datalkz,1590578227930,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,6e3b7046-e3e3-4ffc-872d-6c714076506f,Twenty First Floor,,ACTIVE,emaar,Floor,e5f0f63f-39c2-4cdd-a6fc-ddc527a21c44,Communication Status,b49f0013-2ee2-4475-90cf-93efdd9dfbec-Communication Status,String,Boolean,READONLY,ACTIVE,-,unitless,,,String
b49f0013-2ee2-4475-90cf-93efdd9dfbec,NW3 21F FCU 01,0271245,POINT(55.342934 25.20669),,siteadmin@datalkz,1590578227930,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,fc136139-91be-49c5-8e90-082111842625,Lift Lobby,,ACTIVE,emaar,CommonArea,e5f0f63f-39c2-4cdd-a6fc-ddc527a21c44,Communication Status,b49f0013-2ee2-4475-90cf-93efdd9dfbec-Communication Status,String,Boolean,READONLY,ACTIVE,-,unitless,,,String
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,6e3b7046-e3e3-4ffc-872d-6c714076506f,Twenty First Floor,,ACTIVE,emaar,Floor,0d8cfb79-3928-46e6-8b69-4971895be4ce,Supervisory Fan Speed,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Supervisory Fan Speed,String,Enum,WRITABLE,ACTIVE,-,unitless,,,String
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,fc136139-91be-49c5-8e90-082111842625,Lift Lobby,,ACTIVE,emaar,CommonArea,0d8cfb79-3928-46e6-8b69-4971895be4ce,Supervisory Fan Speed,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Supervisory Fan Speed,String,Enum,WRITABLE,ACTIVE,-,unitless,,,String
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,6e3b7046-e3e3-4ffc-872d-6c714076506f,Twenty First Floor,,ACTIVE,emaar,Floor,1ed022c7-0495-433b-9444-5149f73765bd,Run Status,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Run Status,String,Boolean,READONLY,ACTIVE,-,unitless,,,String
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,fc136139-91be-49c5-8e90-082111842625,Lift Lobby,,ACTIVE,emaar,CommonArea,1ed022c7-0495-433b-9444-5149f73765bd,Run Status,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Run Status,String,Boolean,READONLY,ACTIVE,-,unitless,,,String
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,6e3b7046-e3e3-4ffc-872d-6c714076506f,Twenty First Floor,,ACTIVE,emaar,Floor,559e8900-f77b-4753-a56d-e7f112ed2535,Return Temperature Setpoint,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Return Temperature Setpoint,Double,,WRITABLE,ACTIVE,degC,celsius,,,Double
d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6,NW3 21F FCU 02,0271246,POINT(55.342934 25.20669),,siteadmin@datalkz,1590602871609,ACTIVE,emaar,creek,Dubai Creek Harbour,7fe62786-463b-40bc-8e72-78508a6c445d,Dubai Creek Residences,POINT(55.343719 25.205652),ACTIVE,emaar,siteuser@emaar,1588272999713,SubCommunity,FanCoilUnit,755d4379-ed00-42e7-9172-f2dc5732d2a3,NW3 DCR North Tower 1,ACTIVE,POINT(55.342934 25.20669),,,,emaar,siteuser@emaar,1588273210807,ResidentialTower,fc136139-91be-49c5-8e90-082111842625,Lift Lobby,,ACTIVE,emaar,CommonArea,559e8900-f77b-4753-a56d-e7f112ed2535,Return Temperature Setpoint,d2c6dd8e-d211-4b70-80d2-2a753bc1fdd6-Return Temperature Setpoint,Double,,WRITABLE,ACTIVE,degC,celsius,,,Double
